品牌,车系,上牌时间,里程,价格
奔驰,奔驰C级,2017年,3.5万公里,27.00万
大众,帕萨特,2016年,6.0万公里,14.80万
奔驰,奔驰C级,2014年,6.4万公里,17.71万
奔驰,奔驰C级,2015年,2.9万公里,22.80万
奔驰,奔驰C级,2011年,6.6万公里,10.40万
奔驰,奔驰C级,2015年,7.0万公里,17.98万
奔驰,奔驰C级,2015年,4.4万公里,26.00万
大众,帕萨特,2014年,12.4万公里,11.05万
大众,帕萨特,2015年,7.1万公里,14.55万
奔驰,奔驰C级,2014年,7.5万公里,16.50万
大众,帕萨特,2013年,11.7万公里,10.90万
奔驰,奔驰C级,2016年,8.3万公里,23.80万
奔驰,奔驰C级,2013年,2.9万公里,18.75万
大众,帕萨特,2013年,6.8万公里,11.80万
大众,帕萨特,2017年,3.4万公里,17.30万
奔驰,奔驰C级,2016年,7.5万公里,24.50万
大众,帕萨特,2014年,6.2万公里,12.80万
奔驰,奔驰C级,2012年,10.3万公里,13.60万
大众,帕萨特,2016年,4.8万公里,14.10万
奔驰,奔驰C级,2016年,5.2万公里,24.18万
大众,帕萨特,2016年,5.8万公里,13.60万
奔驰,奔驰C级,2012年,13.3万公里,13.60万
大众,帕萨特,2016年,4.8万公里,16.60万
奔驰,奔驰C级,2017年,3.6万公里,27.09万
大众,帕萨特,2016年,7.5万公里,14.50万
奔驰,奔驰C级,2018年,0.6万公里,29.00万
大众,帕萨特,2016年,7.1万公里,17.50万
奔驰,奔驰C级,2013年,6.1万公里,13.98万
大众,帕萨特,2013年,11.5万公里,9.36万
大众,帕萨特,2012年,3.6万公里,11.90万
大众,帕萨特,2016年,2.4万公里,15.00万
大众,帕萨特,2013年,6.9万公里,12.09万
大众,帕萨特,2015年,4.0万公里,13.10万
奔驰,奔驰C级,2014年,8.4万公里,18.00万
大众,帕萨特,2014年,6.7万公里,12.18万
奔驰,奔驰C级,2015年,2.7万公里,23.88万
大众,帕萨特,2016年,7.4万公里,15.50万
奔驰,奔驰C级,2016年,4.0万公里,28.00万
大众,帕萨特,2015年,6.9万公里,12.50万
奔驰,奔驰C级,2018年,3.6万公里,29.69万
大众,帕萨特,2012年,8.6万公里,11.15万
奔驰,奔驰C级,2015年,8.1万公里,21.88万
大众,帕萨特,2013年,7.4万公里,10.42万
奔驰,奔驰C级,2017年,2.4万公里,27.00万
奔驰,奔驰C级,2018年,1.2万公里,29.87万
奔驰,奔驰C级,2015年,3.4万公里,26.00万
大众,帕萨特,2016年,9.1万公里,14.80万
奔驰,奔驰C级,2013年,9.9万公里,14.50万
大众,帕萨特,2018年,1.9万公里,16.00万
奔驰,奔驰C级,2009年,12.9万公里,10.48万
大众,帕萨特,2014年,11.3万公里,12.00万
大众,帕萨特,2014年,9.9万公里,10.80万
奔驰,奔驰C级,2014年,8.2万公里,24.00万
大众,帕萨特,2012年,8.5万公里,10.50万
奔驰,奔驰C级,2016年,6.0万公里,24.50万
大众,帕萨特,2014年,8.0万公里,12.60万
奔驰,奔驰C级,2018年,1.1万公里,28.70万
大众,帕萨特,2014年,7.2万公里,13.00万
奔驰,奔驰C级,2017年,5.5万公里,26.00万
大众,帕萨特,2016年,1.6万公里,15.63万
奔驰,奔驰C级,2012年,7.4万公里,12.62万
大众,帕萨特,2016年,3.6万公里,14.90万
奔驰,奔驰C级,2015年,4.8万公里,25.58万
大众,帕萨特,2013年,13.8万公里,11.40万
奔驰,奔驰C级,2018年,1.6万公里,26.98万
大众,帕萨特,2013年,6.7万公里,11.90万
奔驰,奔驰C级,2011年,4.6万公里,12.50万
大众,帕萨特,2014年,5.2万公里,12.50万
奔驰,奔驰C级,2018年,1.3万公里,29.16万
大众,帕萨特,2012年,8.2万公里,9.80万
奔驰,奔驰C级,2013年,8.8万公里,15.80万
大众,帕萨特,2015年,8.5万公里,13.80万
奔驰,奔驰C级,2015年,4.8万公里,22.88万
大众,帕萨特,2014年,8.9万公里,13.00万
奔驰,奔驰C级,2015年,4.4万公里,25.00万
奔驰,奔驰C级,2016年,2.5万公里,25.00万
奔驰,奔驰C级,2012年,7.4万公里,12.46万
奔驰,奔驰C级,2018年,1.7万公里,26.90万
奔驰,奔驰C级,2017年,1.6万公里,28.00万
奔驰,奔驰C级,2011年,6.6万公里,13.55万
奔驰,奔驰C级,2014年,4.3万公里,16.50万
奔驰,奔驰C级,2015年,9.4万公里,23.70万
奔驰,奔驰C级,2016年,5.3万公里,26.68万
奔驰,奔驰C级,2015年,3.9万公里,23.00万
奔驰,奔驰C级,2011年,7.8万公里,11.46万
奔驰,奔驰C级,2014年,2.5万公里,22.00万
奔驰,奔驰C级,2013年,7.0万公里,12.90万
奔驰,奔驰C级,2015年,5.7万公里,22.60万
奔驰,奔驰C级,2013年,7.4万公里,14.07万
奔驰,奔驰C级,2016年,12.6万公里,24.48万
奔驰,奔驰C级,2011年,8.6万公里,13.50万
奔驰,奔驰C级,2013年,7.1万公里,14.20万
奔驰,奔驰C级,2016年,4.1万公里,25.70万
奔驰,奔驰C级,2015年,3.5万公里,25.30万
奔驰,奔驰C级,2015年,3.1万公里,23.80万
奔驰,奔驰C级,2012年,9.7万公里,13.55万
奔驰,奔驰C级,2015年,6.7万公里,25.50万
奔驰,奔驰C级,2015年,10.4万公里,21.50万
奔驰,奔驰C级,2018年,1.3万公里,30.00万
奔驰,奔驰C级,2012年,7.3万公里,12.60万
奔驰,奔驰C级,2017年,2.2万公里,28.30万
奔驰,奔驰C级,2015年,11.0万公里,21.82万
奔驰,奔驰C级,2015年,4.4万公里,23.80万
奔驰,奔驰C级,2014年,9.0万公里,13.89万
奔驰,奔驰C级,2014年,10.6万公里,14.50万
奔驰,奔驰C级,2012年,11.5万公里,11.60万
奔驰,奔驰C级,2015年,6.8万公里,24.30万
奔驰,奔驰C级,2015年,4.3万公里,23.80万
奔驰,奔驰C级,2011年,7.2万公里,13.00万
奔驰,奔驰C级,2013年,7.1万公里,12.90万
奔驰,奔驰C级,2013年,12.7万公里,12.50万
奔驰,奔驰C级,2013年,9.1万公里,12.60万
奔驰,奔驰C级,2015年,4.6万公里,25.30万
大众,捷达,2015年,5.5万公里,5.50万
大众,捷达,2017年,2.0万公里,5.30万
大众,捷达,2017年,2.5万公里,7.58万
大众,捷达,2013年,8.3万公里,3.62万
大众,捷达,2014年,3.6万公里,3.95万
大众,捷达,2016年,1.6万公里,5.79万
大众,捷达,2016年,10.2万公里,4.68万
大众,捷达,2018年,1.9万公里,7.80万
大众,捷达,2017年,2.0万公里,6.50万
大众,捷达,2015年,8.7万公里,4.45万
大众,捷达,2016年,3.0万公里,4.90万
大众,捷达,2015年,4.2万公里,5.18万
奔驰,奔驰E级,2017年,3.9万公里,34.84万
大众,捷达,2016年,4.1万公里,5.80万
奔驰,奔驰E级,2014年,5.7万公里,23.31万
大众,捷达,2014年,3.7万公里,4.30万
奔驰,奔驰E级,2014年,5.7万公里,24.63万
大众,捷达,2017年,2.9万公里,6.10万
奔驰,奔驰E级,2015年,6.9万公里,24.30万
大众,捷达,2016年,2.9万公里,5.73万
大众,捷达,2017年,3.0万公里,5.89万
奔驰,奔驰E级,2015年,4.6万公里,28.59万
大众,捷达,2016年,3.9万公里,5.00万
奔驰,奔驰E级,2016年,4.4万公里,31.12万
大众,捷达,2014年,9.6万公里,4.50万
奔驰,奔驰E级,2016年,9.3万公里,25.99万
大众,捷达,2015年,1.4万公里,6.00万
奔驰,奔驰E级,2016年,8.5万公里,27.01万
大众,捷达,2013年,10.9万公里,3.30万
奔驰,奔驰E级,2014年,8.2万公里,23.60万
大众,捷达,2016年,2.7万公里,5.15万
奔驰,奔驰E级,2017年,4.3万公里,38.60万
大众,捷达,2014年,9.1万公里,4.50万
奔驰,奔驰E级,2012年,6.3万公里,16.80万
大众,捷达,2015年,4.7万公里,4.90万
奔驰,奔驰E级,2018年,1.0万公里,38.80万
大众,捷达,2016年,3.8万公里,5.00万
奔驰,奔驰E级,2018年,1.7万公里,39.00万
大众,捷达,2016年,5.0万公里,5.50万
奔驰,奔驰E级,2016年,4.4万公里,34.20万
大众,捷达,2014年,4.4万公里,4.40万
奔驰,奔驰E级,2014年,8.8万公里,23.80万
大众,捷达,2015年,3.4万公里,6.00万
奔驰,奔驰E级,2010年,10.8万公里,13.00万
大众,捷达,2016年,3.6万公里,5.80万
奔驰,奔驰E级,2014年,5.5万公里,25.00万
大众,捷达,2013年,9.4万公里,3.90万
奔驰,奔驰E级,2018年,1.5万公里,37.50万
大众,捷达,2016年,6.1万公里,5.48万
奔驰,奔驰E级,2017年,1.2万公里,34.70万
大众,捷达,2014年,4.9万公里,4.36万
奔驰,奔驰E级,2016年,4.3万公里,29.60万
大众,捷达,2016年,8.4万公里,5.10万
奔驰,奔驰E级,2017年,2.9万公里,38.00万
大众,捷达,2014年,8.1万公里,4.80万
奔驰,奔驰E级,2018年,3.3万公里,39.50万
大众,捷达,2017年,10.4万公里,5.00万
奔驰,奔驰E级,2015年,3.9万公里,28.80万
大众,捷达,2016年,6.4万公里,6.50万
奔驰,奔驰E级,2018年,2.0万公里,36.80万
大众,捷达,2016年,6.3万公里,4.80万
奔驰,奔驰E级,2014年,8.5万公里,22.91万
大众,捷达,2016年,5.7万公里,5.20万
奔驰,奔驰E级,2017年,1.8万公里,37.00万
大众,捷达,2016年,5.5万公里,5.00万
奔驰,奔驰E级,2013年,7.9万公里,26.05万
大众,捷达,2016年,5.4万公里,5.30万
奔驰,奔驰E级,2013年,8.1万公里,23.00万
奔驰,奔驰E级,2012年,9.4万公里,17.50万
奔驰,奔驰E级,2016年,3.2万公里,34.90万
奔驰,奔驰E级,2015年,8.6万公里,26.98万
奔驰,奔驰E级,2016年,2.7万公里,37.50万
奔驰,奔驰E级,2018年,3.6万公里,35.00万
奔驰,奔驰E级,2014年,6.9万公里,23.50万
奔驰,奔驰E级,2018年,0.5万公里,43.00万
奔驰,奔驰E级,2013年,8.5万公里,22.80万
奔驰,奔驰E级,2014年,6.9万公里,24.30万
奔驰,奔驰E级,2014年,8.1万公里,23.50万
奔驰,奔驰E级,2016年,6.5万公里,37.44万
大众,途观,2014年,5.5万公里,14.00万
大众,途观,2015年,6.4万公里,12.90万
大众,途观,2014年,7.8万公里,13.80万
大众,途观,2017年,3.1万公里,17.90万
大众,途观,2013年,10.4万公里,11.68万
大众,途观,2014年,8.1万公里,14.10万
大众,途观,2014年,5.9万公里,10.50万
大众,途观,2015年,4.2万公里,18.00万
大众,途观,2015年,5.0万公里,16.00万
大众,途观,2014年,7.6万公里,12.70万
大众,途观,2017年,5.3万公里,15.20万
大众,途观,2017年,5.8万公里,15.00万
大众,途观,2016年,2.7万公里,15.84万
大众,途观,2013年,10.9万公里,9.30万
大众,凌渡,2015年,7.0万公里,10.80万
大众,途观,2011年,15.1万公里,8.00万
大众,途观,2011年,9.4万公里,7.40万
大众,途观,2012年,9.8万公里,9.60万
大众,凌渡,2017年,3.8万公里,12.30万
大众,途观,2012年,9.2万公里,8.50万
大众,凌渡,2016年,4.9万公里,12.30万
大众,途观,2014年,6.5万公里,15.00万
大众,凌渡,2016年,3.1万公里,11.90万
大众,途观,2014年,11.3万公里,12.00万
大众,凌渡,2016年,3.1万公里,12.20万
大众,途观,2015年,4.8万公里,16.60万
大众,凌渡,2018年,3.5万公里,14.10万
大众,途观,2010年,10.9万公里,8.40万
大众,凌渡,2018年,1.5万公里,15.00万
大众,途观,2010年,9.9万公里,8.70万
大众,凌渡,2015年,11.1万公里,10.70万
大众,途观,2011年,14.9万公里,8.72万
大众,凌渡,2016年,8.2万公里,11.00万
大众,途观,2012年,8.5万公里,9.30万
大众,凌渡,2017年,2.2万公里,13.50万
大众,途观,2012年,4.0万公里,8.50万
大众,凌渡,2017年,3.1万公里,11.64万
大众,途观,2014年,8.1万公里,10.50万
大众,凌渡,2017年,3.3万公里,12.00万
大众,途观,2016年,4.6万公里,12.80万
大众,凌渡,2018年,3.0万公里,12.68万
大众,途观,2012年,6.9万公里,8.00万
大众,途观,2012年,3.6万公里,10.11万
大众,凌渡,2016年,5.7万公里,12.80万
大众,途观,2013年,12.3万公里,9.99万
大众,凌渡,2015年,2.6万公里,10.42万
大众,途观,2016年,7.5万公里,15.20万
大众,凌渡,2016年,2.0万公里,12.50万
大众,途观,2012年,7.6万公里,10.50万
大众,凌渡,2018年,1.6万公里,12.50万
大众,途观,2015年,4.2万公里,14.00万
大众,凌渡,2015年,5.8万公里,10.00万
大众,途观,2015年,7.2万公里,15.00万
大众,凌渡,2017年,4.3万公里,11.00万
大众,途观,2014年,11.9万公里,12.00万
大众,凌渡,2018年,3.0万公里,11.80万
大众,途观,2014年,6.8万公里,13.55万
大众,凌渡,2017年,2.9万公里,11.60万
大众,途观,2019年,0.6万公里,15.88万
大众,凌渡,2016年,3.2万公里,10.27万
大众,途观,2014年,13.6万公里,13.10万
大众,凌渡,2015年,4.1万公里,10.70万
大众,途观,2013年,11.8万公里,12.13万
大众,凌渡,2017年,2.0万公里,14.00万
大众,凌渡,2016年,6.4万公里,11.50万
大众,凌渡,2015年,4.0万公里,12.50万
大众,凌渡,2016年,4.5万公里,10.50万
大众,凌渡,2015年,7.8万公里,11.00万
大众,凌渡,2017年,2.9万公里,12.09万
大众,凌渡,2015年,7.9万公里,10.80万
大众,凌渡,2015年,6.6万公里,10.60万
大众,凌渡,2016年,3.6万公里,9.80万
大众,凌渡,2016年,8.2万公里,10.50万
大众,凌渡,2017年,5.8万公里,12.80万
大众,凌渡,2017年,2.3万公里,13.60万
大众,凌渡,2017年,4.3万公里,12.60万
大众,途观,2016年,4.1万公里,16.60万
大众,途观,2014年,7.1万公里,12.80万
大众,途观,2016年,4.9万公里,14.07万
大众,途观,2014年,6.9万公里,11.80万
大众,途观,2011年,11.9万公里,8.70万
大众,途观,2010年,9.5万公里,8.90万
大众,途观,2012年,12.9万公里,10.40万
大众,凌渡,2017年,5.4万公里,12.50万
大众,途观,2012年,6.8万公里,9.07万
大众,凌渡,2015年,4.5万公里,11.80万
大众,途观,2016年,3.9万公里,17.00万
大众,凌渡,2017年,1.2万公里,12.00万
大众,途观,2017年,3.9万公里,15.00万
大众,凌渡,2018年,1.6万公里,15.50万
大众,途观,2013年,9.3万公里,11.00万
大众,凌渡,2018年,2.2万公里,12.50万
大众,途观,2015年,5.8万公里,12.40万
大众,凌渡,2017年,7.3万公里,12.28万
大众,途观,2017年,6.0万公里,15.80万
大众,凌渡,2018年,4.8万公里,14.00万
大众,途观,2012年,8.3万公里,10.00万
大众,凌渡,2016年,2.9万公里,12.60万
大众,途观,2012年,6.2万公里,10.30万
大众,凌渡,2017年,2.1万公里,11.90万
大众,途观,2011年,13.8万公里,9.00万
大众,凌渡,2019年,0.1万公里,16.00万
大众,途观,2016年,4.1万公里,15.99万
大众,凌渡,2017年,2.4万公里,11.90万
大众,途观,2012年,9.3万公里,12.00万
大众,凌渡,2017年,3.4万公里,11.25万
大众,途观,2011年,7.5万公里,14.00万
大众,凌渡,2016年,8.7万公里,10.00万
大众,途观,2013年,10.3万公里,11.05万
大众,凌渡,2016年,3.8万公里,11.80万
大众,途观,2013年,7.5万公里,12.50万
大众,凌渡,2018年,2.2万公里,13.52万
大众,途观,2015年,5.2万公里,14.90万
大众,凌渡,2015年,3.3万公里,11.00万
大众,途观,2012年,10.8万公里,11.18万
大众,凌渡,2017年,1.8万公里,13.10万
大众,途观,2013年,8.0万公里,12.20万
大众,凌渡,2015年,7.2万公里,13.00万
大众,途观,2015年,4.0万公里,13.50万
大众,凌渡,2016年,4.4万公里,11.80万
大众,途观,2013年,9.5万公里,12.60万
大众,凌渡,2016年,4.7万公里,12.00万
大众,途观,2012年,11.1万公里,10.00万
大众,凌渡,2017年,1.3万公里,11.80万
大众,途观,2016年,7.5万公里,14.10万
大众,途观,2013年,7.6万公里,10.90万
大众,凌渡,2015年,11.6万公里,8.57万
大众,途观,2014年,8.2万公里,14.50万
大众,凌渡,2016年,6.8万公里,9.80万
大众,途观,2013年,7.5万公里,13.55万
大众,凌渡,2017年,4.0万公里,13.50万
大众,途观,2013年,10.6万公里,10.20万
大众,凌渡,2016年,7.5万公里,11.46万
大众,途观,2013年,8.5万公里,12.00万
大众,凌渡,2018年,3.8万公里,13.38万
大众,途观,2012年,8.2万公里,10.80万
大众,凌渡,2017年,3.0万公里,12.00万
大众,途观,2013年,9.8万公里,11.00万
大众,凌渡,2017年,4.0万公里,10.63万
大众,途观,2013年,13.6万公里,10.98万
大众,凌渡,2016年,7.1万公里,11.98万
大众,途观,2014年,11.6万公里,12.50万
大众,凌渡,2016年,4.4万公里,12.00万
大众,途观,2013年,8.2万公里,11.70万
大众,凌渡,2015年,6.2万公里,15.00万
大众,途观,2016年,3.2万公里,14.30万
大众,凌渡,2016年,4.3万公里,11.50万
大众,途观,2016年,10.2万公里,15.58万
大众,凌渡,2015年,5.7万公里,10.40万
大众,凌渡,2017年,4.2万公里,12.60万
大众,凌渡,2016年,1.9万公里,11.40万
大众,凌渡,2015年,4.9万公里,11.05万
大众,凌渡,2016年,4.6万公里,11.60万
大众,凌渡,2016年,3.9万公里,11.00万
大众,凌渡,2016年,6.6万公里,11.00万
大众,凌渡,2016年,4.5万公里,11.57万
大众,途观,2013年,6.7万公里,11.00万
大众,途观,2014年,4.0万公里,20.00万
大众,途观,2013年,5.8万公里,13.13万
大众,途观,2012年,7.3万公里,11.00万
大众,途观,2012年,7.3万公里,11.70万
大众,途观,2014年,6.3万公里,13.38万
大众,途观,2013年,8.6万公里,13.60万
大众,途观,2013年,5.8万公里,13.55万
大众,途观,2012年,10.8万公里,10.40万
大众,途观,2016年,4.9万公里,13.98万
大众,途观,2016年,9.3万公里,12.38万
大众,途观,2012年,6.9万公里,9.50万
大众,途观,2016年,2.7万公里,16.80万
大众,途观,2012年,11.0万公里,9.80万
大众,凌渡,2017年,2.7万公里,10.94万
大众,途观,2016年,5.2万公里,15.50万
大众,凌渡,2016年,1.8万公里,12.10万
大众,途观,2016年,5.5万公里,15.00万
大众,凌渡,2015年,3.2万公里,11.20万
大众,途观,2014年,8.9万公里,10.95万
大众,凌渡,2016年,6.3万公里,12.30万
大众,途观,2017年,3.8万公里,14.50万
大众,凌渡,2019年,0.1万公里,13.00万
大众,途观,2017年,1.6万公里,15.98万
大众,凌渡,2016年,1.7万公里,11.00万
大众,途观,2013年,7.5万公里,11.80万
大众,凌渡,2018年,4.8万公里,13.02万
大众,途观,2017年,4.1万公里,15.00万
大众,凌渡,2015年,5.3万公里,12.09万
大众,途观,2012年,8.1万公里,10.50万
大众,途观,2011年,9.8万公里,8.13万
大众,凌渡,2017年,3.6万公里,10.20万
大众,途观,2016年,4.8万公里,16.88万
大众,凌渡,2016年,4.0万公里,10.30万
大众,途观,2015年,5.8万公里,14.20万
大众,凌渡,2018年,3.2万公里,11.46万
大众,途观,2013年,9.3万公里,11.50万
大众,凌渡,2015年,6.2万公里,9.38万
大众,途观,2016年,7.2万公里,14.59万
大众,凌渡,2017年,2.3万公里,15.00万
大众,途观,2014年,7.4万公里,11.50万
大众,凌渡,2017年,4.7万公里,12.10万
大众,途观,2016年,13.9万公里,13.55万
大众,凌渡,2019年,1.1万公里,15.80万
大众,途观,2016年,4.3万公里,15.40万
大众,凌渡,2018年,2.1万公里,12.20万
大众,途观,2012年,9.9万公里,8.38万
大众,凌渡,2017年,3.4万公里,11.11万
大众,途观,2016年,4.8万公里,15.11万
大众,凌渡,2018年,3.3万公里,14.00万
大众,途观,2013年,6.5万公里,10.30万
大众,凌渡,2019年,0.2万公里,13.55万
大众,途观,2012年,7.5万公里,9.50万
大众,凌渡,2017年,3.8万公里,11.00万
大众,凌渡,2015年,4.5万公里,13.55万
大众,途观,2011年,9.9万公里,11.25万
大众,途观,2016年,6.0万公里,14.15万
大众,凌渡,2015年,3.2万公里,11.30万
大众,途观,2012年,11.8万公里,10.42万
大众,凌渡,2018年,2.1万公里,11.80万
大众,途观,2012年,8.0万公里,11.80万
大众,凌渡,2017年,1.7万公里,11.40万
大众,途观,2015年,6.7万公里,15.60万
大众,凌渡,2018年,1.7万公里,12.80万
大众,途观,2013年,5.2万公里,13.00万
大众,凌渡,2017年,6.0万公里,11.52万
大众,途观,2016年,2.7万公里,15.00万
大众,凌渡,2016年,2.8万公里,11.46万
大众,途观,2014年,8.5万公里,13.68万
大众,凌渡,2017年,3.0万公里,12.20万
大众,途观,2016年,7.3万公里,14.98万
大众,凌渡,2016年,4.0万公里,13.00万
大众,途观,2014年,7.8万公里,13.30万
大众,凌渡,2018年,4.9万公里,13.30万
大众,途观,2013年,9.8万公里,12.00万
大众,凌渡,2018年,5.5万公里,12.09万
大众,途观,2013年,9.2万公里,13.09万
大众,凌渡,2017年,2.0万公里,11.20万
大众,凌渡,2017年,2.5万公里,11.98万
大众,凌渡,2016年,7.9万公里,10.00万
大众,凌渡,2017年,3.7万公里,11.18万
大众,凌渡,2016年,3.4万公里,11.90万
大众,凌渡,2015年,5.1万公里,11.30万
大众,凌渡,2015年,7.0万公里,10.90万
大众,途观,2012年,7.2万公里,9.80万
大众,凌渡,2015年,12.8万公里,10.73万
大众,途观,2012年,12.0万公里,9.89万
大众,途观,2016年,2.9万公里,15.00万
大众,途观,2016年,6.2万公里,13.18万
大众,途观,2013年,8.7万公里,12.50万
大众,途观,2016年,4.7万公里,15.90万
大众,途观,2015年,5.6万公里,15.20万
大众,途观,2014年,7.6万公里,13.40万
大众,途观,2011年,10.0万公里,8.90万
大众,途观,2014年,4.6万公里,15.70万
大众,途观,2013年,5.5万公里,11.98万
大众,途观,2011年,12.6万公里,9.00万
大众,途观,2012年,5.0万公里,12.00万
大众,途观,2013年,7.4万公里,12.90万
大众,途观,2016年,7.3万公里,15.00万
大众,途观,2013年,9.4万公里,10.68万
大众,途观,2012年,9.6万公里,10.00万
大众,途观,2015年,4.2万公里,15.20万
大众,途观,2013年,10.2万公里,11.64万
大众,途观,2012年,7.2万公里,10.95万
大众,途观,2012年,10.8万公里,12.60万
大众,途观,2016年,3.8万公里,17.20万
